ts,disk_MBps,pages_in_s,hard_faults_s,avail_MB,llama_cpu_pct
17:24:43,301,77,073,133,944,71,92
17:24:46,264,67,558,150,059,69,103
17:24:49,311,79,605,181,444,136,103
17:24:52,326,83,487,106,076,68,83
17:24:55,280,71,690,95,415,68,118
17:24:58,162,41,383,62,775,3,226,94
17:25:01,10,2,576,19,449,3,529,0
17:25:04,8,2,156,12,212,3,544,
